"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:47 PM","—","Monday, November 17, 2025 at 2:47 PM","Unusual Put Sweep","KKR","115","01/21/2028","Put","Ask","241","$520.6K","742","4","3 hours ago","",""
"","","","","[","Monday, November 17, 2025 at 2:50 PM","Put Sweep","NVDA","185","12/19/2025","Put","Ask","500","$560K","4,186","23,766","3 hours ago","2:50 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:54 PM","—","Monday, November 17, 2025 at 2:54 PM","Unusual Put Sweep","KKR","115","01/21/2028","Put","Ask","252","$546.8K","1,004","4","3 hours ago","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:07 PM","—","Monday, November 17, 2025 at 3:07 PM","Put Sweep","IBIT","50","12/19/2025","Put","Above","2,501","$577.8K","10,836","19,216","2 hours ago","",""
"","","","","[","Monday, November 17, 2025 at 3:08 PM","Put Sweep","IBIT","50","12/19/2025","Put","Above","2,500","$583.2K","13,348","19,216","2 hours ago","3:08 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:10 PM","Put Sweep","MU","230","11/21/2025","Put","Ask","966","$434.7K","2,997","3,216","2 hours ago","3:10 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:11 PM","Put Sweep","DELL","135","11/28/2025","Put","Ask","250","$418.8K","314","1,087","2 hours ago","3:11 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:13 PM","Put Sweep","PDD","120","12/19/2025","Put","Ask","2,185","$489.4K","2,823","11,340","2 hours ago","3:13 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:13 PM","Call Sweep","META","570","12/18/2026","Call","Ask","186","$2.2M","193","302","2 hours ago","3:13 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:15 PM","—","Monday, November 17, 2025 at 3:15 PM","Put Sweep","DELL","135","11/28/2025","Put","Ask","250","$418.8K","564","1,087","2 hours ago","",""
"","","","","[","Monday, November 17, 2025 at 3:15 PM","Call Sweep","AAPL","250","12/12/2025","Call","Ask","788","$1.5M","831","834","2 hours ago","3:15 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:19 PM","Put Sweep","XLK","275","12/19/2025","Put","Ask","1,182","$827.4K","1,213","2,825","2 hours ago","3:19 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:20 PM","Unusual Call Sweep","MSTR","190","11/21/2025","Call","Ask","450","$427.5K","4,277","166","2 hours ago","3:20 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:21 PM","Call Sweep","NFLX","104","12/19/2025","Call","Ask","600","$489K","650","0","2 hours ago","3:21 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:22 PM","—","Monday, November 17, 2025 at 3:22 PM","Call Sweep","S","19","03/20/2026","Call","Ask","3,201","$400.1K","3,203","5,481","2 hours ago","",""
"","","","","[","Monday, November 17, 2025 at 3:24 PM","Put Sweep","ORCL","220","03/20/2026","Put","Ask","182","$504.1K","619","4,568","2 hours ago","3:24 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:24 PM","Put Sweep","ORCL","220","03/20/2026","Put","Ask","182","$504.1K","619","4,568","2 hours ago","3:24 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:38 PM","—","Monday, November 17, 2025 at 3:38 PM","Call Sweep","INTC","35","09/18/2026","Call","Above","1,120","$776.8K","1,185","3,708","2 hours ago","",""
"","","","","[","Monday, November 17, 2025 at 3:38 PM","Call Sweep","BABA","150","01/16/2026","Call","Ask","290","$472.7K","345","13,680","2 hours ago","3:38 PM","]"
"","","","","[","Monday, November 17, 2025 at 3:44 PM","Call Sweep","IREN","40","01/15/2027","Call","Ask","250","$616.3K","822","14,025","2 hours ago","3:44 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:45 PM","—","Monday, November 17, 2025 at 3:45 PM","Put Sweep","TSLA","380","12/19/2025","Put","Ask","500","$682.5K","2,771","9,351","2 hours ago","",""
"","","","","[","Monday, November 17, 2025 at 3:48 PM","Call Sweep","IREN","35","01/15/2027","Call","Ask","475","$1.3M","482","12,557","2 hours ago","3:48 PM","]"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","3:58 PM","—","Monday, November 17, 2025 at 3:58 PM","Unusual Put Sweep","MU","230","11/21/2025","Put","Above","900","$411.6K","10,932","3,216","an hour ago","",""
"","","","","[","Monday, November 17, 2025 at 4:00 PM","Put Sweep","CLSK","9","01/16/2026","Put","Ask","5,000","$480K","5,284","2,197","an hour ago","4:00 PM","]"
"","","","","[","Monday, November 17, 2025 at 4:02 PM","Call Sweep","COIN","340","12/18/2026","Call","Above","334","$1.7M","334","189","an hour ago","4:02 PM","]"
"","","","","[","Monday, November 17, 2025 at 4:05 PM","Call Sweep","NVDA","185","08/21/2026","Call","Ask","181","$592.8K","296","2,192","an hour ago","4:05 PM","]"
