"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2","emojiTooltipText__040f0","emojiTooltipText__040f0 2","emojiTooltipText__040f0 3","emojiTooltipText__040f0 5","hiddenVisually_b18fe2 3","hiddenVisually_b18fe2 4","hiddenVisually_b18fe2 5"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:06 PM","—","Tuesday, October 14, 2025 at 12:06 PM","Put Sweep","NVDA","200","10/31/2025","Put","Above","400","$726.2K","880","2,090","a day ago","Tuesday, October 14, 2025 at 11:51 AM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:11 PM","Unusual Put Sweep","Z","72.5","06/18/2026","Put","Ask","514","$575.7K","1,615","191","a day ago","Tuesday, October 14, 2025 at 11:56 AM","12:11 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:13 PM","Put Sweep","Z","80","06/18/2026","Put","Ask","279","$443.6K","397","3,070","a day ago","Tuesday, October 14, 2025 at 11:58 AM","12:13 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:14 PM","—","Tuesday, October 14, 2025 at 12:14 PM","Call Sweep","APLD","44","10/24/2025","Call","Above","2,453","$401.3K","2,686","2,840","a day ago","Tuesday, October 14, 2025 at 11:59 AM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:14 PM","Put Sweep","Z","80","06/18/2026","Put","Ask","378","$601K","775","3,070","a day ago","Tuesday, October 14, 2025 at 11:59 AM","12:14 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:16 PM","Put Sweep","OKLO","165","10/17/2025","Put","Above","1,054","$527K","2,236","767","a day ago","Tuesday, October 14, 2025 at 12:01 PM","12:16 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:16 PM","Unusual Call Sweep","SLV","47","10/27/2025","Call","Ask","3,062","$542K","40,833","953","a day ago","Tuesday, October 14, 2025 at 12:01 PM","12:16 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:23 PM","—","Tuesday, October 14, 2025 at 12:23 PM","Call Sweep","WMT","105","11/21/2025","Call","Above","1,001","$461.8K","6,997","9,627","a day ago","Tuesday, October 14, 2025 at 12:08 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:26 PM","Unusual Put Sweep","SMH","330","03/20/2026","Put","Ask","395","$999.3K","7,890","379","a day ago","Tuesday, October 14, 2025 at 12:11 PM","12:26 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:26 PM","Call Sweep","IBIT","66","12/19/2025","Call","Ask","2,005","$942.4K","2,231","5,625","a day ago","Tuesday, October 14, 2025 at 12:11 PM","12:26 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:27 PM","Call Sweep","IREN","75","10/31/2025","Call","Ask","1,242","$621K","1,495","2,388","a day ago","Tuesday, October 14, 2025 at 12:11 PM","12:27 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:28 PM","Put Sweep","SMH","300","03/20/2026","Put","Ask","569","$808K","7,905","12,225","a day ago","Tuesday, October 14, 2025 at 12:13 PM","12:28 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:31 PM","—","Tuesday, October 14, 2025 at 12:31 PM","Put Sweep","W","105","05/15/2026","Put","Ask","374","$1.3M","1,475","0","a day ago","Tuesday, October 14, 2025 at 12:16 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:34 PM","Unusual Call Sweep","SLV","47","10/24/2025","Call","Above","5,000","$771.3K","14,261","2,029","a day ago","Tuesday, October 14, 2025 at 12:19 PM","12:34 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:35 PM","Call Sweep","TSLA","700","01/15/2027","Call","Ask","286","$1.5M","707","15,364","a day ago","Tuesday, October 14, 2025 at 12:20 PM","12:35 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:35 PM","Call Sweep","TSLA","700","01/15/2027","Call","Ask","186","$948.6K","421","15,364","a day ago","Tuesday, October 14, 2025 at 12:20 PM","12:35 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:36 PM","Call Sweep","WMT","105","11/21/2025","Call","Above","1,000","$483K","10,148","9,627","a day ago","Tuesday, October 14, 2025 at 12:21 PM","12:36 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:37 PM","Call Sweep","NVDA","155","12/17/2027","Call","Ask","168","$1.1M","184","13,986","a day ago","Tuesday, October 14, 2025 at 12:22 PM","12:37 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:37 PM","Call Sweep","WMT","105","11/21/2025","Call","Ask","1,000","$480K","11,156","9,627","a day ago","Tuesday, October 14, 2025 at 12:22 PM","12:37 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:38 PM","—","Tuesday, October 14, 2025 at 12:38 PM","Put Sweep","NVDA","170","12/19/2025","Put","Ask","1,000","$795K","1,626","23,147","a day ago","Tuesday, October 14, 2025 at 12:23 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:44 PM","Call Sweep","C","110","01/16/2026","Call","Ask","2,492","$623K","3,084","11,635","a day ago","Tuesday, October 14, 2025 at 12:29 PM","12:44 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:44 PM","Call Sweep","C","110","01/16/2026","Call","Above","2,440","$617.1K","5,599","11,635","a day ago","Tuesday, October 14, 2025 at 12:29 PM","12:44 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:44 PM","Call Sweep","AMD","230","12/19/2025","Call","Ask","221","$442K","813","7,880","a day ago","Tuesday, October 14, 2025 at 12:29 PM","12:44 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:48 PM","—","Tuesday, October 14, 2025 at 12:48 PM","Call Sweep","TSLA","700","06/18/2026","Call","Ask","204","$501.8K","1,523","14,956","a day ago","Tuesday, October 14, 2025 at 12:33 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:49 PM","Call Sweep","NVDA","200","03/20/2026","Call","Ask","300","$474K","1,876","34,893","a day ago","Tuesday, October 14, 2025 at 12:34 PM","12:49 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 12:59 PM","—","Tuesday, October 14, 2025 at 12:59 PM","Call Sweep","PLTR","185","10/31/2025","Call","Ask","603","$437.2K","2,970","3,652","a day ago","Tuesday, October 14, 2025 at 12:44 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 12:59 PM","Unusual Call Sweep","NVDA","182.5","10/31/2025","Call","Ask","605","$484K","5,707","701","a day ago","Tuesday, October 14, 2025 at 12:44 PM","12:59 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:00 PM","Call Sweep","TSM","300","11/21/2025","Call","Above","509","$964.9K","1,602","5,320","a day ago","Tuesday, October 14, 2025 at 12:45 PM","1:00 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:00 PM","Call Sweep","NXE","11","01/16/2026","Call","Ask","4,462","$557.7K","4,624","2,369","a day ago","Tuesday, October 14, 2025 at 12:45 PM","1:00 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:01 PM","Call Sweep","UUUU","18","10/31/2025","Call","Above","450","$405.2K","514","1,308","a day ago","Tuesday, October 14, 2025 at 12:46 PM","1:01 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:05 PM","Unusual Put Sweep","OKLO","180","11/21/2025","Put","Ask","300","$897K","658","29","a day ago","Tuesday, October 14, 2025 at 12:50 PM","1:05 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 1:07 PM","—","Tuesday, October 14, 2025 at 1:07 PM","Call Sweep","GLD","395","11/07/2025","Call","Ask","1,250","$593.7K","1,350","2,326","a day ago","Tuesday, October 14, 2025 at 12:52 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:13 PM","Call Sweep","NVDA","185","12/19/2025","Call","Ask","296","$410K","3,001","29,845","a day ago","Tuesday, October 14, 2025 at 12:58 PM","1:13 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 1:15 PM","—","Tuesday, October 14, 2025 at 1:15 PM","Put Sweep","ORCL","305","10/17/2025","Put","Above","368","$427K","1,131","1,165","a day ago","Tuesday, October 14, 2025 at 12:59 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:15 PM","Put Sweep","TSLA","430","10/17/2025","Put","Above","483","$425.1K","15,435","8,714","a day ago","Tuesday, October 14, 2025 at 1:00 PM","1:15 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 1:22 PM","—","Tuesday, October 14, 2025 at 1:22 PM","Call Sweep","WULF","18","01/16/2026","Call","Ask","2,464","$603.7K","9,029","6,532","a day ago","Tuesday, October 14, 2025 at 1:06 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:27 PM","Call Sweep","TSLA","510","12/19/2025","Call","Ask","336","$604.8K","459","4,674","a day ago","Tuesday, October 14, 2025 at 1:12 PM","1:27 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:28 PM","Call Sweep","WMT","105","11/21/2025","Call","Ask","775","$406.9K","15,655","9,627","a day ago","Tuesday, October 14, 2025 at 1:13 PM","1:28 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 1:29 PM","—","Tuesday, October 14, 2025 at 1:29 PM","Call Sweep","NVDA","200","11/21/2025","Call","Ask","999","$519.5K","12,630","71,518","a day ago","Tuesday, October 14, 2025 at 1:14 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:29 PM","Put Sweep","QCOM","165","11/07/2025","Put","Ask","513","$415.5K","534","187","a day ago","Tuesday, October 14, 2025 at 1:14 PM","1:29 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:30 PM","Put Sweep","LLY","820","11/21/2025","Put","Ask","150","$634.5K","188","208","a day ago","Tuesday, October 14, 2025 at 1:15 PM","1:30 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:32 PM","Call Sweep","SOFI","30","12/17/2027","Call","Ask","396","$423.7K","593","14,580","a day ago","Tuesday, October 14, 2025 at 1:17 PM","1:32 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 1:38 PM","—","Tuesday, October 14, 2025 at 1:38 PM","Highly Unusual Put Sweep","EEM","52.5","11/14/2025","Put","Ask","6,088","$511.4K","6,088","119","a day ago","Tuesday, October 14, 2025 at 1:23 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:40 PM","Call Sweep","HOOD","140","11/21/2025","Call","Above","627","$849.6K","3,724","13,100","a day ago","Tuesday, October 14, 2025 at 1:25 PM","1:40 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:41 PM","Call Sweep","HOOD","140","11/21/2025","Call","Ask","382","$521.4K","4,108","13,100","a day ago","Tuesday, October 14, 2025 at 1:26 PM","1:41 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:44 PM","Call Sweep","HOOD","140","11/21/2025","Call","Ask","998","$1.4M","6,119","13,100","a day ago","Tuesday, October 14, 2025 at 1:29 PM","1:44 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:45 PM","Call Sweep","HOOD","140","11/21/2025","Call","Ask","1,000","$1.4M","7,119","13,100","a day ago","Tuesday, October 14, 2025 at 1:30 PM","1:45 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 1:50 PM","—","Tuesday, October 14, 2025 at 1:50 PM","Call Sweep","HOOD","140","11/21/2025","Call","Above","1,008","$1.4M","8,176","13,100","a day ago","Tuesday, October 14, 2025 at 1:35 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:54 PM","Call Sweep","IBIT","95","12/17/2027","Call","Ask","399","$538.7K","406","2,672","a day ago","Tuesday, October 14, 2025 at 1:39 PM","1:54 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 1:54 PM","Unusual Call Sweep","NVDA","182.5","10/17/2025","Call","Ask","1,738","$573.5K","105,485","8,056","a day ago","Tuesday, October 14, 2025 at 1:39 PM","1:54 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 2:09 PM","—","Tuesday, October 14, 2025 at 2:09 PM","Put Sweep","AMD","180","05/15/2026","Put","Ask","369","$546.1K","478","343","a day ago","Tuesday, October 14, 2025 at 1:53 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:15 PM","Call Sweep","IONQ","50","12/19/2025","Call","Ask","200","$669K","556","1,400","a day ago","Tuesday, October 14, 2025 at 2:00 PM","2:15 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:15 PM","Call Sweep","IONQ","50","12/19/2025","Call","Ask","201","$672.3K","757","1,400","a day ago","Tuesday, October 14, 2025 at 2:00 PM","2:15 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 2:18 PM","—","Tuesday, October 14, 2025 at 2:18 PM","Call Sweep","NVDA","200","11/21/2025","Call","Ask","1,000","$470K","15,371","71,518","21 hours ago","Tuesday, October 14, 2025 at 2:02 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:18 PM","Call Sweep","NVDA","200","11/21/2025","Call","Ask","1,002","$470.9K","16,375","71,518","21 hours ago","Tuesday, October 14, 2025 at 2:03 PM","2:18 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:21 PM","Call Sweep","WMT","105","11/21/2025","Call","Ask","2,577","$1.4M","23,373","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:05 PM","2:21 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:21 PM","Call Sweep","WMT","105","11/21/2025","Call","Above","1,000","$532.7K","24,375","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:06 PM","2:21 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:21 PM","Call Sweep","WMT","105","11/21/2025","Call","Ask","1,000","$540K","25,376","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:06 PM","2:21 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:22 PM","Call Sweep","WMT","105","11/21/2025","Call","Above","1,005","$537.6K","26,388","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:07 PM","2:22 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 2:25 PM","—","Tuesday, October 14, 2025 at 2:25 PM","Call Sweep","WMT","105","11/21/2025","Call","Ask","999","$544.5K","27,558","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:09 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:25 PM","Call Sweep","WMT","105","11/21/2025","Call","Ask","999","$549.5K","28,558","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:10 PM","2:25 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:26 PM","Unusual Call Sweep","WMT","105","11/21/2025","Call","Above","1,000","$564.9K","30,586","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:11 PM","2:26 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 2:33 PM","—","Tuesday, October 14, 2025 at 2:33 PM","Unusual Call Sweep","WMT","105","11/21/2025","Call","Ask","991","$579.7K","33,562","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:18 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:37 PM","Call Sweep","BABA","170","11/21/2025","Call","Above","750","$682.5K","6,364","21,123","21 hours ago","Tuesday, October 14, 2025 at 2:21 PM","2:37 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 2:55 PM","—","Tuesday, October 14, 2025 at 2:55 PM","Unusual Call Sweep","WMT","105","11/21/2025","Call","Ask","1,361","$809.8K","36,240","9,627","21 hours ago","Tuesday, October 14, 2025 at 2:39 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 2:59 PM","Call Sweep","SLV","41.5","09/18/2026","Call","Ask","900","$711K","2,401","8,595","21 hours ago","Tuesday, October 14, 2025 at 2:43 PM","2:59 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:01 PM","Unusual Call Sweep","GLD","387","11/14/2025","Call","Ask","1,005","$869.3K","1,028","330","21 hours ago","Tuesday, October 14, 2025 at 2:46 PM","3:01 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 3:02 PM","—","Tuesday, October 14, 2025 at 3:02 PM","Call Sweep","GLD","390","10/31/2025","Call","Ask","812","$418.2K","1,480","2,754","21 hours ago","Tuesday, October 14, 2025 at 2:47 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:04 PM","Call Sweep","HPE","25","01/16/2026","Call","Ask","1,900","$492.1K","10,551","20,081","21 hours ago","Tuesday, October 14, 2025 at 2:49 PM","3:04 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:04 PM","Put Sweep","QUBT","23","01/16/2026","Put","Ask","967","$541.5K","974","491","21 hours ago","Tuesday, October 14, 2025 at 2:49 PM","3:04 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 3:10 PM","—","Tuesday, October 14, 2025 at 3:10 PM","Call Sweep","GLD","415","03/20/2026","Call","Ask","999","$1.1M","1,111","15,486","21 hours ago","Tuesday, October 14, 2025 at 2:55 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:12 PM","Call Sweep","NVDA","180","01/16/2026","Call","Ask","540","$993.6K","2,410","63,249","21 hours ago","Tuesday, October 14, 2025 at 2:57 PM","3:12 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:15 PM","Put Sweep","IREN","75","03/20/2026","Put","Ask","500","$1.3M","2,512","4,008","21 hours ago","Tuesday, October 14, 2025 at 2:59 PM","3:15 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:15 PM","Put Sweep","NVDA","120","06/17/2027","Put","Ask","450","$490.5K","451","4,369","21 hours ago","Tuesday, October 14, 2025 at 3:00 PM","3:15 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 3:19 PM","—","Tuesday, October 14, 2025 at 3:19 PM","Call Sweep","NVDA","200","06/18/2026","Call","Ask","455","$969.2K","1,913","33,900","20 hours ago","Tuesday, October 14, 2025 at 3:04 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:19 PM","Unusual Call Sweep","GLD","383","10/31/2025","Call","Ask","897","$726.6K","1,080","79","20 hours ago","Tuesday, October 14, 2025 at 3:04 PM","3:19 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:22 PM","Call Sweep","AMZN","300","06/17/2027","Call","Ask","527","$927.5K","593","1,626","20 hours ago","Tuesday, October 14, 2025 at 3:07 PM","3:22 PM","]","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:25 PM","Call Sweep","QBTS","61","11/14/2025","Call","Ask","1,128","$411.7K","1,128","0","20 hours ago","Tuesday, October 14, 2025 at 3:10 PM","3:25 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 3:27 PM","—","Tuesday, October 14, 2025 at 3:27 PM","Unusual Put Sweep","KMX","52.5","11/21/2025","Put","Above","1,789","$1.5M","1,790","70","20 hours ago","Tuesday, October 14, 2025 at 3:12 PM","","","","","","","","",""
"","","","","[","Tuesday, October 14, 2025 at 3:30 PM","Call Sweep","IREN","50","01/16/2026","Call","Ask","210","$612.2K","520","5,970","20 hours ago","Tuesday, October 14, 2025 at 3:15 PM","3:30 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","Yesterday at 3:38 PM","—","Tuesday, October 14, 2025 at 3:38 PM","Call Sweep","NVDA","220","01/16/2026","Call","Ask","1,000","$475K","3,404","24,631","20 hours ago","Tuesday, October 14, 2025 at 3:23 PM","","","","","","","","",""
