"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2","emojiTooltipText__040f0","emojiTooltipText__040f0 2","emojiTooltipText__040f0 3","emojiTooltipText__040f0 5","hiddenVisually_b18fe2 3","hiddenVisually_b18fe2 4","hiddenVisually_b18fe2 5"
"[","Monday, October 13, 2025 at 10:06 AM","Call Sweep","SMH","327.5","10/24/2025","Call","Ask","273","$430K","290","148","an hour ago","Monday, October 13, 2025 at 9:51 AM","10:06 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"—","Monday, October 13, 2025 at 10:07 AM","Highly Unusual Put Sweep","SOFI","25","10/31/2025","Put","Ask","9,603","$1.2M","9,755","19,704","an hour ago","Monday, October 13, 2025 at 9:52 AM","","","","","","","","",""
"[","Monday, October 13, 2025 at 10:08 AM","Call Sweep","NVDA","190","11/21/2025","Call","Ask","500","$585K","2,162","38,516","57 minutes ago","Monday, October 13, 2025 at 9:53 AM","10:08 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:09 AM","Call Sweep","NVDA","200","01/16/2026","Call","Ask","999","$1.2M","4,016","71,113","57 minutes ago","Monday, October 13, 2025 at 9:54 AM","10:09 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:10 AM","Call Sweep","APLD","20","03/20/2026","Call","Ask","200","$410K","205","2,350","57 minutes ago","Monday, October 13, 2025 at 9:55 AM","10:10 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:13 AM","Call Sweep","TSM","305","10/24/2025","Call","Ask","761","$639.2K","854","720","53 minutes ago","Monday, October 13, 2025 at 9:58 AM","10:13 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"[","Monday, October 13, 2025 at 10:13 AM","Call Sweep","USAR","55","12/19/2025","Call","Ask","500","$400K","602","0","53 minutes ago","Monday, October 13, 2025 at 9:58 AM","10:13 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"[","Monday, October 13, 2025 at 10:14 AM","Call Sweep","NVDA","185","12/19/2025","Call","Ask","526","$917.9K","988","29,790","53 minutes ago","Monday, October 13, 2025 at 9:59 AM","10:14 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:14 AM","Call Sweep","QS","10","01/16/2026","Call","Above","1,212","$957.5K","1,559","23,084","53 minutes ago","Monday, October 13, 2025 at 9:59 AM","10:14 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:14 AM","Put Sweep","SMCI","60","12/19/2025","Put","Ask","2,122","$2.1M","2,133","722","53 minutes ago","Monday, October 13, 2025 at 9:59 AM","10:14 AM","]","","","","","","",""
"—","Monday, October 13, 2025 at 10:15 AM","Call Sweep","NVDA","216","12/19/2025","Call","Ask","1,387","$714.3K","1,499","2,317","51 minutes ago","Monday, October 13, 2025 at 10:00 AM","","","","","","","","",""
"[","Monday, October 13, 2025 at 10:15 AM","Call Sweep","NVDA","200","12/19/2025","Call","Ask","483","$495.1K","1,499","62,066","51 minutes ago","Monday, October 13, 2025 at 10:00 AM","10:15 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:15 AM","Call Sweep","NVDA","200","12/19/2025","Call","Ask","1,000","$1M","2,500","62,066","51 minutes ago","Monday, October 13, 2025 at 10:00 AM","10:15 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"[","Monday, October 13, 2025 at 10:16 AM","Call Sweep","OKLO","155","01/16/2026","Call","Ask","200","$950K","1,724","3,020","51 minutes ago","Monday, October 13, 2025 at 10:01 AM","10:16 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:16 AM","Call Sweep","NVDA","190","11/21/2025","Call","Ask","346","$415.2K","2,891","38,516","51 minutes ago","Monday, October 13, 2025 at 10:01 AM","10:16 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:17 AM","Call Sweep","URNM","50","01/16/2026","Call","Ask","256","$409.6K","1,567","11,811","49 minutes ago","Monday, October 13, 2025 at 10:02 AM","10:17 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:18 AM","Call Sweep","TSM","310","01/16/2026","Call","Ask","204","$479.4K","1,272","2,949","49 minutes ago","Monday, October 13, 2025 at 10:03 AM","10:18 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:19 AM","Call Sweep","VST","230","12/19/2025","Call","Above","515","$626.3K","515","1,794","47 minutes ago","Monday, October 13, 2025 at 10:04 AM","10:19 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:19 AM","Unusual Put Sweep","OKLO","170","10/31/2025","Put","Ask","233","$445K","526","4","47 minutes ago","Monday, October 13, 2025 at 10:04 AM","10:19 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"[","Monday, October 13, 2025 at 10:21 AM","Call Sweep","MP","120","02/20/2026","Call","Ask","494","$736.1K","509","573","46 minutes ago","Monday, October 13, 2025 at 10:06 AM","10:21 AM","]","","","","","","",""
"—","Monday, October 13, 2025 at 10:22 AM","Call Sweep","NVDA","195","11/21/2025","Call","Ask","1,000","$950K","3,346","24,779","45 minutes ago","Monday, October 13, 2025 at 10:07 AM","","","","","","","","",""
"[","Monday, October 13, 2025 at 10:22 AM","Put Sweep","GOOGL","245","01/16/2026","Put","Ask","256","$431.4K","294","3,649","45 minutes ago","Monday, October 13, 2025 at 10:07 AM","10:22 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:23 AM","Call Sweep","PPTA","35","08/21/2026","Call","Above","951","$685.1K","964","985","43 minutes ago","Monday, October 13, 2025 at 10:08 AM","10:23 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:23 AM","Call Sweep","TSM","300","10/31/2025","Call","Ask","291","$407.4K","634","1,498","43 minutes ago","Monday, October 13, 2025 at 10:08 AM","10:23 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:25 AM","Call Sweep","ETHA","35","01/16/2026","Call","Ask","3,020","$1.2M","3,995","25,211","41 minutes ago","Monday, October 13, 2025 at 10:10 AM","10:25 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"[","Monday, October 13, 2025 at 10:28 AM","Call Sweep","MP","110","12/19/2025","Call","Ask","404","$480.8K","456","620","39 minutes ago","Monday, October 13, 2025 at 10:13 AM","10:28 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"—","Monday, October 13, 2025 at 10:31 AM","Put Sweep","INTC","30","12/19/2025","Put","Ask","4,855","$534.1K","6,251","24,636","35 minutes ago","Monday, October 13, 2025 at 10:16 AM","","","","","","","","",""
"[","Monday, October 13, 2025 at 10:35 AM","Put Sweep","TSLA","400","10/31/2025","Put","Ask","1,468","$2M","3,794","4,628","32 minutes ago","Monday, October 13, 2025 at 10:20 AM","10:35 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:35 AM","Call Sweep","RGTI","42","10/31/2025","Call","Ask","600","$714K","638","1,357","31 minutes ago","Monday, October 13, 2025 at 10:20 AM","10:35 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:35 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","276","$676.2K","277","2,255","31 minutes ago","Monday, October 13, 2025 at 10:20 AM","10:35 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:36 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","210","$514.5K","517","2,255","31 minutes ago","Monday, October 13, 2025 at 10:21 AM","10:36 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:37 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","294","$720.3K","847","2,255","29 minutes ago","Monday, October 13, 2025 at 10:22 AM","10:37 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"[","Monday, October 13, 2025 at 10:37 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","210","$514.5K","1,057","2,255","29 minutes ago","Monday, October 13, 2025 at 10:22 AM","10:37 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:38 AM","Call Sweep","AMZN","220","10/17/2025","Call","Ask","1,358","$454.9K","17,249","27,363","29 minutes ago","Monday, October 13, 2025 at 10:23 AM","10:38 AM","]","","","","","","",""
"—","Monday, October 13, 2025 at 10:38 AM","Put Sweep","IBIT","59","12/19/2025","Put","Ask","1,983","$549.3K","2,030","6,886","27 minutes ago","Monday, October 13, 2025 at 10:23 AM","","","","","","","","",""
"[","Monday, October 13, 2025 at 10:41 AM","Call Sweep","RGTI","42","10/31/2025","Call","Ask","600","$702K","1,238","1,357","25 minutes ago","Monday, October 13, 2025 at 10:25 AM","10:41 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:41 AM","Put Sweep","NVDA","190","10/24/2025","Put","Above","1,500","$951.8K","3,241","5,078","25 minutes ago","Monday, October 13, 2025 at 10:26 AM","10:41 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:41 AM","Call Sweep","MP","95","11/21/2025","Call","Ask","300","$444K","754","3,833","25 minutes ago","Monday, October 13, 2025 at 10:26 AM","10:41 AM","]","","","","","","",""
"[","Monday, October 13, 2025 at 10:43 AM","Call Sweep","MSFT","505","11/21/2025","Call","Ask","170","$436.1K","211","2,327","23 minutes ago","Monday, October 13, 2025 at 10:28 AM","10:43 AM","]","","","","","","",""
"—","Monday, October 13, 2025 at 10:50 AM","Call Sweep","TSLA","580","02/20/2026","Call","Ask","205","$403.9K","210","604","15 minutes ago","Monday, October 13, 2025 at 10:35 AM","","","","","","","","",""
