ticker,strike,expiry,optionType,volume,premium,openInterest,bidAskSpread,timestamp,sweepType,sourceFile
IBIT,63,12/19/2025,Call,499,$436.6K,1048,0,"Thursday, October 9, 2025 at 1:23 PM",Call Sweep,options_data_2024-01-15_10-00.csv
IREN,60,11/21/2025,Call,372,$433.4K,14665,0,"Thursday, October 9, 2025 at 1:24 PM",Call Sweep,options_data_2024-01-15_10-00.csv
NVDA,185,12/19/2025,Call,350,$689.5K,3514,0,"Thursday, October 9, 2025 at 1:31 PM",Call Sweep,options_data_2024-01-15_10-00.csv
IBIT,70,12/19/2025,Call,2000,$1M,4998,0,"Thursday, October 9, 2025 at 1:33 PM",Call Sweep,options_data_2024-01-15_10-00.csv
IREN,60,11/21/2025,Call,426,$502.7K,15469,0,"Thursday, October 9, 2025 at 1:35 PM",Unusual Call Sweep,options_data_2024-01-15_10-00.csv
AMD,250,06/18/2026,Call,494,$1.9M,2829,0,"Thursday, October 9, 2025 at 1:35 PM",Call Sweep,options_data_2024-01-15_10-00.csv
IREN,60,11/21/2025,Call,343,$404.7K,16060,0,"Thursday, October 9, 2025 at 1:35 PM",Unusual Call Sweep,options_data_2024-01-15_10-00.csv
IREN,60,11/21/2025,Call,527,$621.9K,16754,0,"Thursday, October 9, 2025 at 1:35 PM",Unusual Call Sweep,options_data_2024-01-15_10-00.csv
IREN,60,11/21/2025,Call,395,$466.1K,17149,0,"Thursday, October 9, 2025 at 1:35 PM",Unusual Call Sweep,options_data_2024-01-15_10-00.csv
IREN,60,11/21/2025,Call,754,$889.7K,17903,0,"Thursday, October 9, 2025 at 1:35 PM",Unusual Call Sweep,options_data_2024-01-15_10-00.csv
KRE,60,01/16/2026,Put,1995,$506.7K,2002,0,"Thursday, October 9, 2025 at 1:36 PM",Put Sweep,options_data_2024-01-15_10-00.csv
SOFI,20,12/17/2027,Call,300,$435K,2002,0,"Thursday, October 9, 2025 at 1:37 PM",Call Sweep,options_data_2024-01-15_10-00.csv
AEM,150,01/16/2026,Call,226,$456.5K,532,0,"Thursday, October 9, 2025 at 1:40 PM",Call Sweep,options_data_2024-01-15_10-00.csv
IBIT,70,12/19/2025,Call,999,$514.5K,6009,0,"Thursday, October 9, 2025 at 1:46 PM",Call Sweep,options_data_2024-01-15_10-00.csv
FSLR,250,11/21/2025,Call,362,$454.4K,421,0,"Thursday, October 9, 2025 at 1:48 PM",Call Sweep,options_data_2024-01-15_10-00.csv
ARKK,88,11/21/2025,Put,1209,$657.1K,1270,0,"Thursday, October 9, 2025 at 1:49 PM",Unusual Put Sweep,options_data_2024-01-15_10-00.csv
ONDS,10,03/20/2026,Call,2698,$1.1M,3476,0,"Thursday, October 9, 2025 at 2:16 PM",Call Sweep,options_data_2024-01-15_10-00.csv
NVDA,195,12/19/2025,Put,363,$540.9K,1100,0,"Thursday, October 9, 2025 at 2:16 PM",Put Sweep,options_data_2024-01-15_10-00.csv
NVDA,216,12/19/2025,Call,1166,$752.1K,1220,0,"Thursday, October 9, 2025 at 2:16 PM",Call Sweep,options_data_2024-01-15_10-00.csv
META,730,11/21/2025,Call,1490,$6.5M,2162,0,"Thursday, October 9, 2025 at 2:18 PM",Call Sweep,options_data_2024-01-15_10-00.csv
GDX,60,01/16/2026,Call,414,$670.7K,866,0,"Thursday, October 9, 2025 at 2:19 PM",Call Sweep,options_data_2024-01-15_10-00.csv
CWEB,89,01/16/2026,Put,196,$680.1K,200,0,"Thursday, October 9, 2025 at 2:23 PM",Put Sweep,options_data_2024-01-15_10-00.csv
NVDA,200,11/21/2025,Call,678,$623.8K,25824,0,"Thursday, October 9, 2025 at 2:29 PM",Call Sweep,options_data_2024-01-15_10-00.csv
AMZN,230,11/21/2025,Call,1350,$1.5M,3546,0,"Thursday, October 9, 2025 at 2:43 PM",Call Sweep,options_data_2024-01-15_10-00.csv
AMZN,240,08/21/2026,Call,200,$519K,1054,0,"Thursday, October 9, 2025 at 2:43 PM",Call Sweep,options_data_2024-01-15_10-00.csv
KTOS,90,01/16/2026,Call,200,$412K,306,0,"Thursday, October 9, 2025 at 3:10 PM",Call Sweep,options_data_2024-01-15_10-00.csv
TSLA,500,11/21/2025,Call,283,$424.5K,4617,0,"Thursday, October 9, 2025 at 3:11 PM",Call Sweep,options_data_2024-01-15_10-00.csv
GLD,380,11/21/2025,Call,2568,$1.2M,9742,0,"Thursday, October 9, 2025 at 3:23 PM",Call Sweep,options_data_2024-01-15_10-00.csv
HOOD,145,01/16/2026,Call,200,$490K,393,0,"Thursday, October 9, 2025 at 3:27 PM",Call Sweep,options_data_2024-01-15_10-00.csv
NVDA,170,08/21/2026,Put,312,$530.4K,332,0,"Thursday, October 9, 2025 at 3:36 PM",Put Sweep,options_data_2024-01-15_10-00.csv
NBIS,145,03/20/2026,Call,186,$532K,196,0,"Thursday, October 9, 2025 at 3:37 PM",Call Sweep,options_data_2024-01-15_10-00.csv
GLD,350,11/21/2025,Call,250,$526.3K,1592,0,"Thursday, October 9, 2025 at 3:47 PM",Call Sweep,options_data_2024-01-15_10-00.csv
SLV,37.5,01/16/2026,Call,775,$569.6K,2078,0,"Thursday, October 9, 2025 at 3:49 PM",Call Sweep,options_data_2024-01-15_10-00.csv
PATH,14,01/16/2026,Call,1140,$649.8K,2487,0,"Thursday, October 9, 2025 at 3:52 PM",Call Sweep,options_data_2024-01-15_10-00.csv
AMZN,235,12/19/2025,Call,1000,$845K,4272,0,"Friday, October 10, 2025 at 3:04 PM",Call Sweep,options_data_2024-01-15_16-00.csv
AMZN,235,12/19/2025,Call,1000,$846K,5362,0,"Friday, October 10, 2025 at 3:04 PM",Call Sweep,options_data_2024-01-15_16-00.csv
ARKK,85,11/21/2025,Put,4051,$2.3M,4611,0,"Friday, October 10, 2025 at 3:06 PM",Put Sweep,options_data_2024-01-15_16-00.csv
TSLA,340,01/16/2026,Put,501,$834.2K,1172,0,"Friday, October 10, 2025 at 3:09 PM",Put Sweep,options_data_2024-01-15_16-00.csv
TSLA,380,11/21/2025,Put,488,$846.7K,1038,0,"Friday, October 10, 2025 at 3:09 PM",Put Sweep,options_data_2024-01-15_16-00.csv
TSLA,430,01/16/2026,Call,161,$726.9K,3370,0,"Friday, October 10, 2025 at 3:09 PM",Call Sweep,options_data_2024-01-15_16-00.csv
PLTR,170,01/16/2026,Put,331,$571K,949,0,"Friday, October 10, 2025 at 3:19 PM",Put Sweep,options_data_2024-01-15_16-00.csv
NVDA,230,12/19/2025,Call,2000,$514.2K,8118,0,"Friday, October 10, 2025 at 3:21 PM",Call Sweep,options_data_2024-01-15_16-00.csv
META,700,11/21/2025,Put,251,$901K,1128,0,"Friday, October 10, 2025 at 3:27 PM",Put Sweep,options_data_2024-01-15_16-00.csv
TSLA,860,08/21/2026,Call,224,$425.6K,225,0,"Friday, October 10, 2025 at 3:33 PM",Call Sweep,options_data_2024-01-15_16-00.csv
UNH,400,12/17/2027,Call,244,$1.5M,1278,0,"Friday, October 10, 2025 at 3:33 PM",Call Sweep,options_data_2024-01-15_16-00.csv
UNH,400,12/17/2027,Call,159,$954K,1717,0,"Friday, October 10, 2025 at 3:34 PM",Call Sweep,options_data_2024-01-15_16-00.csv
UNH,310,01/15/2027,Call,241,$2M,314,0,"Friday, October 10, 2025 at 3:37 PM",Call Sweep,options_data_2024-01-15_16-00.csv
IBIT,68,11/21/2025,Call,2000,$660K,3304,0,"Friday, October 10, 2025 at 3:38 PM",Call Sweep,options_data_2024-01-15_16-00.csv
BIIB,150,01/21/2028,Call,319,$1.2M,330,0,"Friday, October 10, 2025 at 3:39 PM",Call Sweep,options_data_2024-01-15_16-00.csv
QLD,130,01/16/2026,Put,1301,$1.2M,1681,0,"Friday, October 10, 2025 at 3:42 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
NVDA,150,01/16/2026,Put,2499,$1.2M,3754,0,"Friday, October 10, 2025 at 3:42 PM",Put Sweep,options_data_2024-01-15_16-00.csv
NVDA,150,01/16/2026,Put,2500,$1.2M,6254,0,"Friday, October 10, 2025 at 3:42 PM",Put Sweep,options_data_2024-01-15_16-00.csv
UNH,420,12/17/2027,Call,448,$2.4M,695,0,"Friday, October 10, 2025 at 3:43 PM",Call Sweep,options_data_2024-01-15_16-00.csv
NVDA,150,01/16/2026,Put,1500,$712.5K,7755,0,"Friday, October 10, 2025 at 3:43 PM",Put Sweep,options_data_2024-01-15_16-00.csv
TSLA,420,09/18/2026,Call,200,$1.9M,563,0,"Friday, October 10, 2025 at 3:44 PM",Call Sweep,options_data_2024-01-15_16-00.csv
AMD,200,01/16/2026,Call,250,$885K,2924,0,"Friday, October 10, 2025 at 3:45 PM",Call Sweep,options_data_2024-01-15_16-00.csv
MS,160,12/17/2027,Put,205,$565.8K,207,0,"Friday, October 10, 2025 at 3:49 PM",Put Sweep,options_data_2024-01-15_16-00.csv
MS,155,12/17/2027,Call,160,$408K,170,0,"Friday, October 10, 2025 at 3:49 PM",Unusual Call Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,1167,$3.5M,1167,0,"Friday, October 10, 2025 at 3:53 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,758,$2.3M,1925,0,"Friday, October 10, 2025 at 3:53 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,210,$630K,2185,0,"Friday, October 10, 2025 at 3:54 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,216,$648K,2833,0,"Friday, October 10, 2025 at 3:54 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
BMNR,40,01/15/2027,Call,435,$1.3M,1280,0,"Friday, October 10, 2025 at 3:58 PM",Call Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,429,$1.3M,3266,0,"Friday, October 10, 2025 at 3:58 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
NVDA,195,11/21/2025,Call,601,$492.8K,21082,0,"Friday, October 10, 2025 at 4:00 PM",Call Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,391,$1.1M,3662,0,"Friday, October 10, 2025 at 4:02 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
IREN,75,03/20/2026,Put,199,$582.1K,3861,0,"Friday, October 10, 2025 at 4:02 PM",Unusual Put Sweep,options_data_2024-01-15_16-00.csv
CAT,470,11/21/2025,Put,399,$598.5K,479,0,"Friday, October 10, 2025 at 4:04 PM",Put Sweep,options_data_2024-01-15_16-00.csv
UPXI,7.5,12/19/2025,Put,1500,$420K,1506,0,"Friday, October 10, 2025 at 4:09 PM",Put Sweep,options_data_2024-01-15_16-00.csv
MRVL,75,06/18/2026,Put,417,$400.5K,439,0,"Friday, October 10, 2025 at 4:13 PM",Put Sweep,options_data_2024-01-15_16-00.csv
NVDA,175,12/19/2025,Call,200,$407K,750,0,"Friday, October 10, 2025 at 4:14 PM",Call Sweep,options_data_2024-01-15_16-00.csv
NVDA,190,03/20/2026,Call,200,$455K,423,0,"Monday, October 13, 2025 at 10:01 AM",Call Sweep,options_data_2025-10-13_05-30.csv
XLY,205,01/16/2026,Call,315,$1M,403,0,"Monday, October 13, 2025 at 10:04 AM",Call Sweep,options_data_2025-10-13_05-30.csv
NVDA,190,11/21/2025,Call,500,$585K,2162,0,"Monday, October 13, 2025 at 10:08 AM",Call Sweep,options_data_2025-10-13_05-30.csv
NVDA,200,01/16/2026,Call,999,$1.2M,4016,0,"Monday, October 13, 2025 at 10:09 AM",Call Sweep,options_data_2025-10-13_05-30.csv
APLD,20,03/20/2026,Call,200,$410K,205,0,"Monday, October 13, 2025 at 10:10 AM",Call Sweep,options_data_2025-10-13_05-30.csv
USAR,55,12/19/2025,Call,500,$400K,602,0,"Monday, October 13, 2025 at 10:13 AM",Call Sweep,options_data_2025-10-13_05-30.csv
NVDA,185,12/19/2025,Call,526,$917.9K,988,0,"Monday, October 13, 2025 at 10:14 AM",Call Sweep,options_data_2025-10-13_05-30.csv
QS,10,01/16/2026,Call,1212,$957.5K,1559,0,"Monday, October 13, 2025 at 10:14 AM",Call Sweep,options_data_2025-10-13_05-30.csv
SMCI,60,12/19/2025,Put,2122,$2.1M,2133,0,"Monday, October 13, 2025 at 10:14 AM",Put Sweep,options_data_2025-10-13_05-30.csv
NVDA,216,12/19/2025,Call,1387,$714.3K,1499,0,"Monday, October 13, 2025 at 10:15 AM",Call Sweep,options_data_2025-10-13_05-30.csv
