"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"","","","","[","Thursday, October 2, 2025 at 4:24 PM","GDX","4,066,065","76.69","$311.8M","15 days ago","Thursday, October 2, 2025 at 4:09 PM","4:24 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:27 PM","IVV","800,000","672.26","$537.8M","15 days ago","Thursday, October 2, 2025 at 4:12 PM","4:27 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/2/25, 4:29 PM","—","Thursday, October 2, 2025 at 4:29 PM","QQQ","750,000","605.65","$454.2M","15 days ago","Thursday, October 2, 2025 at 4:14 PM","",""
"","","","","[","Thursday, October 2, 2025 at 4:29 PM","QQQ","176,000","605.65","$106.6M","15 days ago","Thursday, October 2, 2025 at 4:14 PM","4:29 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:29 PM","QQQ","125,000","605.65","$75.7M","15 days ago","Thursday, October 2, 2025 at 4:14 PM","4:29 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:29 PM","IVV","150,000","672.26","$100.8M","15 days ago","Thursday, October 2, 2025 at 4:14 PM","4:29 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:29 PM","QQQ","843,000","605.66","$510.6M","15 days ago","Thursday, October 2, 2025 at 4:14 PM","4:29 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:29 PM","QQQ","1,500,000","605.66","$908.5M","15 days ago","Thursday, October 2, 2025 at 4:14 PM","4:29 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:34 PM","SPY","126,757","668.61","$84.8M","15 days ago","Thursday, October 2, 2025 at 4:19 PM","4:34 PM","]"
"","","","","[","Thursday, October 2, 2025 at 4:34 PM","RIOT","4,896,762","19.25","$94.3M","15 days ago","Thursday, October 2, 2025 at 4:19 PM","4:34 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/2/25, 4:37 PM","—","Thursday, October 2, 2025 at 4:37 PM","VOO","495,367","615.06","$304.7M","15 days ago","Thursday, October 2, 2025 at 4:22 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/2/25, 4:45 PM","—","Thursday, October 2, 2025 at 4:45 PM","IVV","200,000","672.24","$134.4M","15 days ago","Thursday, October 2, 2025 at 4:30 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/2/25, 4:56 PM","—","Thursday, October 2, 2025 at 4:56 PM","SPY","126,745","668.61","$84.7M","15 days ago","Thursday, October 2, 2025 at 4:41 PM","",""
"","","","","[","Thursday, October 2, 2025 at 4:56 PM","SPY","126,745","668.61","$84.7M","15 days ago","Thursday, October 2, 2025 at 3:29 PM","4:56 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/2/25, 5:47 PM","—","Thursday, October 2, 2025 at 5:47 PM","INTU","129,600","681.86","$88.4M","15 days ago","Thursday, October 2, 2025 at 5:32 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/3/25, 9:40 AM","—","Friday, October 3, 2025 at 9:40 AM","IBIT","1,500,000","68.77","$103.2M","14 days ago","Friday, October 3, 2025 at 9:24 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/3/25, 11:15 AM","—","Friday, October 3, 2025 at 11:15 AM","VTWO","1,342,070","100.05","$134.3M","14 days ago","Friday, October 3, 2025 at 11:00 AM","",""
"","","","","[","Friday, October 3, 2025 at 11:16 AM","USHY","3,500,000","37.60","$131.6M","14 days ago","Friday, October 3, 2025 at 11:01 AM","11:16 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/3/25, 12:15 PM","—","Friday, October 3, 2025 at 12:15 PM","SPY","126,707","669.08","$84.8M","14 days ago","Friday, October 3, 2025 at 11:59 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/3/25, 12:57 PM","—","Friday, October 3, 2025 at 12:57 PM","MSFT","200,000","519.75","$104M","14 days ago","Friday, October 3, 2025 at 12:42 PM","",""
"","","","","[","Friday, October 3, 2025 at 1:00 PM","SPY","126,707","669.08","$84.8M","14 days ago","Friday, October 3, 2025 at 12:45 PM","1:00 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/3/25, 2:02 PM","—","Friday, October 3, 2025 at 2:02 PM","WSO","664,919","419.54","$279M","14 days ago","Friday, October 3, 2025 at 1:47 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/3/25, 2:20 PM","—","Friday, October 3, 2025 at 2:20 PM","IWO","461,650","324.45","$149.8M","14 days ago","Friday, October 3, 2025 at 2:05 PM","",""
"","","","","[","Friday, October 3, 2025 at 2:23 PM","SPY","126,707","669.08","$84.8M","14 days ago","Friday, October 3, 2025 at 2:08 PM","2:23 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 4:10 PM","—","Monday, October 6, 2025 at 4:10 PM","SPY","126,694","669.18","$84.8M","11 days ago","Monday, October 6, 2025 at 3:55 PM","",""
"","","","","[","Monday, October 6, 2025 at 4:15 PM","AAPL","357,726","256.69","$91.8M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","IWM","621,000","246.81","$153.3M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","MSFT","501,000","528.57","$264.8M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","GOOG","300,000","251.51","$75.5M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","LMT","148,975","514.24","$76.6M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","ABT","1,134,000","133.74","$151.7M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","PLTR","429,430","179.53","$77.1M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","EA","663,000","200.46","$132.9M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","EA","497,783","200.46","$99.8M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:15 PM","AVGO","380,000","335.49","$127.5M","11 days ago","Monday, October 6, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:17 PM","NVDA","386,267","185.54","$71.7M","11 days ago","Monday, October 6, 2025 at 4:02 PM","4:17 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 4:18 PM","—","Monday, October 6, 2025 at 4:18 PM","MS","477,675","158.09","$75.5M","11 days ago","Monday, October 6, 2025 at 4:03 PM","",""
"","","","","[","Monday, October 6, 2025 at 4:21 PM","TMUS","327,800","224.96","$73.7M","11 days ago","Monday, October 6, 2025 at 4:06 PM","4:21 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:21 PM","NFLX","110,700","1,163.31","$128.8M","11 days ago","Monday, October 6, 2025 at 4:06 PM","4:21 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:21 PM","FCX","2,003,700","40.32","$80.8M","11 days ago","Monday, October 6, 2025 at 4:06 PM","4:21 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:21 PM","PDD","1,197,700","134.33","$160.9M","11 days ago","Monday, October 6, 2025 at 4:06 PM","4:21 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:22 PM","TMUS","327,887","224.96","$73.8M","11 days ago","Monday, October 6, 2025 at 4:07 PM","4:22 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:22 PM","ABBV","1,381,775","230.19","$318.1M","11 days ago","Monday, October 6, 2025 at 4:07 PM","4:22 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:22 PM","PDD","1,197,774","134.33","$160.9M","11 days ago","Monday, October 6, 2025 at 4:07 PM","4:22 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 4:25 PM","—","Monday, October 6, 2025 at 4:25 PM","SYK","195,093","366.28","$71.5M","11 days ago","Monday, October 6, 2025 at 4:10 PM","",""
"","","","","[","Monday, October 6, 2025 at 4:26 PM","EMCS","4,000,000","35.20","$140.8M","11 days ago","Monday, October 6, 2025 at 4:11 PM","4:26 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:32 PM","SPY","126,707","669.18","$84.8M","11 days ago","Monday, October 6, 2025 at 4:17 PM","4:32 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 4:36 PM","—","Monday, October 6, 2025 at 4:36 PM","CSCO","1,800,000","68.91","$124M","11 days ago","Monday, October 6, 2025 at 4:20 PM","",""
"","","","","[","Monday, October 6, 2025 at 4:36 PM","HON","600,000","209.00","$125.4M","11 days ago","Monday, October 6, 2025 at 4:20 PM","4:36 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:36 PM","RKLB","4,826,487","58.50","$282.3M","11 days ago","Monday, October 6, 2025 at 4:21 PM","4:36 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:36 PM","SOFI","6,512,149","26.36","$171.7M","11 days ago","Monday, October 6, 2025 at 4:21 PM","4:36 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:41 PM","SPY","126,694","669.18","$84.8M","11 days ago","Monday, October 6, 2025 at 4:26 PM","4:41 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 4:57 PM","—","Monday, October 6, 2025 at 4:57 PM","AAPL","275,623","256.69","$70.7M","11 days ago","Monday, October 6, 2025 at 4:42 PM","",""
"","","","","[","Monday, October 6, 2025 at 4:57 PM","QQQ","127,344","607.71","$77.4M","11 days ago","Monday, October 6, 2025 at 4:42 PM","4:57 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:57 PM","GOOGL","285,304","250.43","$71.4M","11 days ago","Monday, October 6, 2025 at 4:42 PM","4:57 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:57 PM","AMZN","663,056","220.90","$146.5M","11 days ago","Monday, October 6, 2025 at 4:42 PM","4:57 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:57 PM","ALNY","157,190","452.00","$71M","11 days ago","Monday, October 6, 2025 at 4:42 PM","4:57 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:58 PM","META","157,674","715.66","$112.8M","11 days ago","Monday, October 6, 2025 at 4:43 PM","4:58 PM","]"
"","","","","[","Monday, October 6, 2025 at 4:59 PM","SPY","126,694","669.18","$84.8M","11 days ago","Monday, October 6, 2025 at 4:44 PM","4:59 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 5:04 PM","—","Monday, October 6, 2025 at 5:04 PM","AVGO","853,204","335.49","$286.2M","11 days ago","Monday, October 6, 2025 at 4:49 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 5:16 PM","—","Monday, October 6, 2025 at 5:16 PM","QQQ","127,847","607.71","$77.7M","11 days ago","Monday, October 6, 2025 at 5:01 PM","",""
"","","","","[","Monday, October 6, 2025 at 5:16 PM","IWM","346,669","246.81","$85.6M","11 days ago","Monday, October 6, 2025 at 5:01 PM","5:16 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 5:33 PM","—","Monday, October 6, 2025 at 5:33 PM","HYG","931,335","80.86","$75.3M","11 days ago","Monday, October 6, 2025 at 5:18 PM","",""
"","","","","[","Monday, October 6, 2025 at 5:33 PM","PSKY","6,326,329","19.13","$121M","11 days ago","Monday, October 6, 2025 at 5:18 PM","5:33 PM","]"
"","","","","[","Monday, October 6, 2025 at 5:33 PM","MSTR","276,413","359.69","$99.4M","11 days ago","Monday, October 6, 2025 at 5:18 PM","5:33 PM","]"
"","","","","[","Monday, October 6, 2025 at 5:33 PM","ABBV","480,648","230.19","$110.6M","11 days ago","Monday, October 6, 2025 at 5:18 PM","5:33 PM","]"
"","","","","[","Monday, October 6, 2025 at 5:33 PM","SPY","609,948","671.61","$409.6M","11 days ago","Monday, October 6, 2025 at 5:18 PM","5:33 PM","]"
"","","","","[","Monday, October 6, 2025 at 5:33 PM","AMZN","1,079,049","220.90","$238.4M","11 days ago","Monday, October 6, 2025 at 5:18 PM","5:33 PM","]"
"","","","","[","Monday, October 6, 2025 at 5:33 PM","XOM","1,008,763","114.20","$115.2M","11 days ago","Monday, October 6, 2025 at 5:18 PM","5:33 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 5:44 PM","—","Monday, October 6, 2025 at 5:44 PM","CVNA","561,965","369.60","$207.7M","11 days ago","Monday, October 6, 2025 at 4:56 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/6/25, 6:41 PM","—","Monday, October 6, 2025 at 6:41 PM","ABBV","1,036,400","230.19","$238.6M","11 days ago","Monday, October 6, 2025 at 6:26 PM","",""
"","","","","[","Monday, October 6, 2025 at 6:41 PM","CRH","891,900","118.14","$105.4M","11 days ago","Monday, October 6, 2025 at 6:26 PM","6:41 PM","]"
"","","","","[","Monday, October 6, 2025 at 6:41 PM","CLS","379,215","235.34","$89.2M","11 days ago","Monday, October 6, 2025 at 6:26 PM","6:41 PM","]"
"","","","","[","Monday, October 6, 2025 at 6:41 PM","PGR","507,800","240.50","$122.1M","11 days ago","Monday, October 6, 2025 at 6:26 PM","6:41 PM","]"
"","","","","[","Monday, October 6, 2025 at 6:41 PM","CSCO","2,500,000","68.91","$172.3M","11 days ago","Monday, October 6, 2025 at 6:26 PM","6:41 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 8:15 AM","—","Tuesday, October 7, 2025 at 8:15 AM","JPM","700,000","309.18","$216.4M","10 days ago","Tuesday, October 7, 2025 at 8:00 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 10:11 AM","—","Tuesday, October 7, 2025 at 10:11 AM","LQD","750,000","111.22","$83.4M","10 days ago","Tuesday, October 7, 2025 at 9:56 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 10:41 AM","—","Tuesday, October 7, 2025 at 10:41 AM","IEMG","3,693,729","67.19","$248.2M","10 days ago","Tuesday, October 7, 2025 at 10:26 AM","",""
"","","","","[","Tuesday, October 7, 2025 at 10:46 AM","FFIV","546,801","334.50","$182.9M","10 days ago","Tuesday, October 7, 2025 at 10:31 AM","10:46 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 11:03 AM","—","Tuesday, October 7, 2025 at 11:03 AM","SPY","126,682","671.62","$85.1M","10 days ago","Tuesday, October 7, 2025 at 10:48 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 11:16 AM","—","Tuesday, October 7, 2025 at 11:16 AM","VOO","713,000","616.85","$439.8M","10 days ago","Tuesday, October 7, 2025 at 11:01 AM","",""
"","","","","[","Tuesday, October 7, 2025 at 11:20 AM","SPY","126,682","671.62","$85.1M","10 days ago","Tuesday, October 7, 2025 at 11:05 AM","11:20 AM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 11:24 AM","—","Tuesday, October 7, 2025 at 11:24 AM","SPY","126,682","671.62","$85.1M","10 days ago","Tuesday, October 7, 2025 at 11:09 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 11:52 AM","—","Tuesday, October 7, 2025 at 11:52 AM","SPTL","2,975,083","26.90","$80M","10 days ago","Tuesday, October 7, 2025 at 11:37 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 12:06 PM","—","Tuesday, October 7, 2025 at 12:06 PM","SPY","126,669","671.62","$85.1M","10 days ago","Tuesday, October 7, 2025 at 11:51 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 12:27 PM","—","Tuesday, October 7, 2025 at 12:27 PM","VCIT","974,527","84.00","$81.9M","10 days ago","Tuesday, October 7, 2025 at 12:12 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 2:04 PM","—","Tuesday, October 7, 2025 at 2:04 PM","CCI","896,980","94.41","$84.7M","10 days ago","Tuesday, October 7, 2025 at 1:49 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 3:05 PM","—","Tuesday, October 7, 2025 at 3:05 PM","AMAT","628,256","213.70","$134.3M","10 days ago","Tuesday, October 7, 2025 at 2:50 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 3:15 PM","—","Tuesday, October 7, 2025 at 3:15 PM","CGCP","4,206,561","22.75","$95.7M","10 days ago","Tuesday, October 7, 2025 at 3:00 PM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:07 PM","—","Tuesday, October 7, 2025 at 4:07 PM","XOM","706,220","113.27","$80M","10 days ago","Tuesday, October 7, 2025 at 3:52 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 4:13 PM","VTIP","1,920,100","50.05","$96.1M","10 days ago","Tuesday, October 7, 2025 at 3:58 PM","4:13 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:15 PM","—","Tuesday, October 7, 2025 at 4:15 PM","RTX","703,714","169.27","$119.1M","10 days ago","Tuesday, October 7, 2025 at 4:00 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 4:15 PM","AXP","283,000","327.97","$92.8M","10 days ago","Tuesday, October 7, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:15 PM","CRM","330,000","239.74","$79.1M","10 days ago","Tuesday, October 7, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:15 PM","SYK","296,025","369.24","$109.3M","10 days ago","Tuesday, October 7, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:15 PM","F","7,971,000","11.92","$95M","10 days ago","Tuesday, October 7, 2025 at 4:00 PM","4:15 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:16 PM","BABA","980,742","181.33","$177.8M","10 days ago","Tuesday, October 7, 2025 at 4:01 PM","4:16 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:17 PM","XLU","1,116,043","90.08","$100.5M","10 days ago","Tuesday, October 7, 2025 at 4:02 PM","4:17 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:18 PM","IVV","200,000","672.30","$134.5M","10 days ago","Tuesday, October 7, 2025 at 4:03 PM","4:18 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:21 PM","CSCO","1,586,800","68.98","$109.5M","10 days ago","Tuesday, October 7, 2025 at 4:06 PM","4:21 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:22 PM","—","Tuesday, October 7, 2025 at 4:22 PM","SOFI","6,512,149","28.14","$183.3M","10 days ago","Tuesday, October 7, 2025 at 4:07 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 4:23 PM","BAC","1,585,294","50.29","$79.7M","10 days ago","Tuesday, October 7, 2025 at 4:08 PM","4:23 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:25 PM","QQQ","200,000","604.41","$120.9M","10 days ago","Tuesday, October 7, 2025 at 4:10 PM","4:25 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:25 PM","QQQ","1,200,000","604.42","$725.3M","10 days ago","Tuesday, October 7, 2025 at 4:10 PM","4:25 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:25 PM","QQQ","800,000","604.41","$483.5M","10 days ago","Tuesday, October 7, 2025 at 4:10 PM","4:25 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:25 PM","QQQ","472,000","604.41","$285.3M","10 days ago","Tuesday, October 7, 2025 at 4:10 PM","4:25 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:30 PM","—","Tuesday, October 7, 2025 at 4:30 PM","KTOS","758,751","103.69","$78.7M","10 days ago","Tuesday, October 7, 2025 at 4:15 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 4:31 PM","TSLA","306,658","433.09","$132.8M","10 days ago","Tuesday, October 7, 2025 at 4:16 PM","4:31 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:31 PM","PLTR","500,000","182.17","$91.1M","10 days ago","Tuesday, October 7, 2025 at 4:16 PM","4:31 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:38 PM","—","Tuesday, October 7, 2025 at 4:38 PM","RGTI","8,823,303","43.91","$387.4M","10 days ago","Tuesday, October 7, 2025 at 4:23 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 4:38 PM","HIMS","4,981,370","57.97","$288.8M","10 days ago","Tuesday, October 7, 2025 at 4:23 PM","4:38 PM","]"
"","","","","[","Tuesday, October 7, 2025 at 4:39 PM","CCL","2,468,800","28.70","$70.9M","10 days ago","Tuesday, October 7, 2025 at 4:24 PM","4:39 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:49 PM","—","Tuesday, October 7, 2025 at 4:49 PM","AVGO","252,909","336.41","$85.1M","10 days ago","Tuesday, October 7, 2025 at 4:34 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 4:49 PM","MU","603,478","185.69","$112.1M","10 days ago","Tuesday, October 7, 2025 at 4:34 PM","4:49 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 4:58 PM","—","Tuesday, October 7, 2025 at 4:58 PM","SPLG","6,384,537","78.72","$502.6M","10 days ago","Tuesday, October 7, 2025 at 4:43 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 5:04 PM","TSLA","500,000","433.09","$216.5M","10 days ago","Tuesday, October 7, 2025 at 4:49 PM","5:04 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 5:05 PM","—","Tuesday, October 7, 2025 at 5:05 PM","TSLA","457,509","433.09","$198.1M","10 days ago","Tuesday, October 7, 2025 at 4:50 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 5:11 PM","SPLG","6,384,537","78.70","$502.5M","10 days ago","Tuesday, October 7, 2025 at 4:56 PM","5:11 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/7/25, 5:18 PM","—","Tuesday, October 7, 2025 at 5:18 PM","MDY","152,185","595.07","$90.6M","10 days ago","Tuesday, October 7, 2025 at 5:03 PM","",""
"","","","","[","Tuesday, October 7, 2025 at 5:18 PM","DIA","195,954","465.97","$91.3M","10 days ago","Tuesday, October 7, 2025 at 5:03 PM","5:18 PM","]"
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/8/25, 8:50 AM","—","Wednesday, October 8, 2025 at 8:50 AM","VOO","703,424","615.87","$433.2M","9 days ago","Wednesday, October 8, 2025 at 8:35 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/8/25, 9:48 AM","—","Wednesday, October 8, 2025 at 9:48 AM","IYR","1,003,340","95.29","$95.6M","9 days ago","Wednesday, October 8, 2025 at 9:33 AM","",""
"https://cdn.discordapp.com/avatars/1151207839734444032/54691686baa7b95ae8da114b44d398b3.webp?size=80","Cheddar Dark Pool","APP","10/8/25, 10:16 AM","—","Wednesday, October 8, 2025 at 10:16 AM","USHY","2,000,000","37.55","$75.1M","9 days ago","Wednesday, October 8, 2025 at 10:01 AM","",""
